SKU,Art.nr.,module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","Recent vergeleken producten (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","Recent bekeken producten (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","Toevoegen aan winkelwagen via art.nr.",module,Magento_AdvancedCheckout
"Add to Shopping Cart","Voeg toe aan winkelwagen",module,Magento_AdvancedCheckout
"Wish List (%1)","Verlanglijst (%1)",module,Magento_AdvancedCheckout
Apply,"Actie type",module,Magento_AdvancedCheckout
Configure,Configureren,module,Magento_AdvancedCheckout
"Add to Order by SKU","Toevoegen aan bestelling via art.nr.",module,Magento_AdvancedCheckout
"Add to Order","Voeg toe aan bestelling",module,Magento_AdvancedCheckout
"Add Products to Order","Voeg producten toe aan bestelling",module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> product(en) vereisen aandacht.</span>",module,Magento_AdvancedCheckout
"Remove All","Alles verwijderen",module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","Slechts %1%2%3 op voorraad",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","U kunt ten hoogste %1 van dit product per aankoop.",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.","U moet ten minste %1 van dit product aanschaffen per aankoop.",module,Magento_AdvancedCheckout
"Specify the product's options.","Geef de productopties aan.",module,Magento_AdvancedCheckout
"Alert me when this item is available.","Waarschuw me wanneer dit product beschikbaar is.",module,Magento_AdvancedCheckout
"We can't find this customer.","Klant niet gevonden.",module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.","Winkelwagenbeheer uitgeschakeld voor deze klant.",module,Magento_AdvancedCheckout
"We can't find this store.","De winkel is niet gevonden.",module,Magento_AdvancedCheckout
Customers,Klanten,module,Magento_AdvancedCheckout
"Shopping Cart",Winkelwagen,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.","Er ging iets mis. U kunt meer informatie in het error logboek vinden.",module,Magento_AdvancedCheckout
"You do not have access to this.","U heeft geen toegang hier toe.",module,Magento_AdvancedCheckout
"Ordered item id is not received.","ID van het bestelde artikel is niet ontvangen.",module,Magento_AdvancedCheckout
"Ordered item is not loaded.","Bestelde artikel is niet geladen.",module,Magento_AdvancedCheckout
"Quote item id is not received.","Quote item id is niet ontvangen.",module,Magento_AdvancedCheckout
"Quote item is not loaded.","Quote item id niet geladen.",module,Magento_AdvancedCheckout
"The wish list item id is not received.","Het verlanglijst product ID is niet ontvangen.",module,Magento_AdvancedCheckout
"The wish list item is not loaded.","Het verlanglijst item is niet geladen.",module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.","Er is een fout opgetreden. Ga naar het logboek voor details.",module,Magento_AdvancedCheckout
"You cannot configure a product.","U kan het product niet aanpassen.",module,Magento_AdvancedCheckout
"You removed the items.","U heeft de producten verwijderd.",module,Magento_AdvancedCheckout
"You removed the item.","U heeft het product verwijderd.",module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","U heeft %1 aan de winkelwagen toegevoegd.",module,Magento_AdvancedCheckout
"You cannot add a product.","U kan geen product toevoegen.",module,Magento_AdvancedCheckout
"Order by SKU","Bestel via art.nr.",module,Magento_AdvancedCheckout
"SKU not found in catalog.","Art.nr. niet gevonden in de catalogus.",module,Magento_AdvancedCheckout
"Availability: Out of stock.","Beschikbaarheid: niet op voorraad.",module,Magento_AdvancedCheckout
"We don't have as many of these as you want.","De voorraad is kleiner dan het aantal gevraagd.",module,Magento_AdvancedCheckout
"You can't add this many to your cart.","Het is niet mogelijk deze hoeveelheid aan de winkelwagen toe te voegen.",module,Magento_AdvancedCheckout
"You need to choose options for your item.","Er zijn verplichte optie keuzes voor dit product.",module,Magento_AdvancedCheckout
"We can't add the item to your cart.","We kunnen het product niet toevoegen aan uw Winkelwagen.",module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","Vul een getal in bij het Aantal veld.",module,Magento_AdvancedCheckout
"This product is assigned to another website.","Dit product is aan een andere website toegewezen.",module,Magento_AdvancedCheckout
"You can add only enabled products.","Alleen actieve producten kunnen worden toegevoegd.",module,Magento_AdvancedCheckout
"You cannot upload this file.","Dit bestand kan niet worden geüpload.",module,Magento_AdvancedCheckout
"The file is empty.","Het bestand is leeg.",module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Er is geen Artikelnummer ingevuld. <a href=""%1"">Klik hier</a> om producten via Art.nr. toe te voegen.",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","Er is geen artikelnummer ingevuld.",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","Er kan geen product met id ""%1"" aan de winkelwagen worden toegevoegd.",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.","Er is een fout opgetreden tijdens het herbestellen van dit product.",module,Magento_AdvancedCheckout
"We can't find this wish list.","Deze verlanglijst kan niet gevonden worden.",module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","U heeft %1 product aan de winkelwagen toegevoegd.",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","U heeft %1 producten aan de winkelwagen toegevoegd.",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 product vereist uw aandacht.",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 producten vereisen uw aandacht.",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Ja, voor opgegeven klantengroepen",module,Magento_AdvancedCheckout
"Yes, for Everyone","Ja, voor iedereen",module,Magento_AdvancedCheckout
No,Nee,module,Magento_AdvancedCheckout
"The file is corrupt.","Het bestand is beschadigd.",module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","Upload het bestand in .csv formaat.",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 artikelen(en) vereisen uw aandacht.",module,Magento_AdvancedCheckout
"Apply Coupon Code","Pas kortingscode toe",module,Magento_AdvancedCheckout
"Remove Coupon Code","Verwijder kortingscode",module,Magento_AdvancedCheckout
Remove,Verwijder,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","Kortingscode ""%1"" is niet geldig.",module,Magento_AdvancedCheckout
"Shopping Cart Items","Producten in winkelwagen",module,Magento_AdvancedCheckout
Qty,Aantal,module,Magento_AdvancedCheckout
Subtotal,Subtotaal,module,Magento_AdvancedCheckout
Discount,Korting,module,Magento_AdvancedCheckout
"Row Subtotal","Subtotaal rij",module,Magento_AdvancedCheckout
Action,Actie,module,Magento_AdvancedCheckout
"No ordered items","Geen bestelde artikelen",module,Magento_AdvancedCheckout
"Total %1 product(s)","Totaal %1 product(en)",module,Magento_AdvancedCheckout
Subtotal:,Subtotaal:,module,Magento_AdvancedCheckout
"Please select",Selecteer,module,Magento_AdvancedCheckout
"Move to Wish List","Naar verlanglijst verplaatsen",module,Magento_AdvancedCheckout
"No item specified.","Geen artikel gespecificeerd.",module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?","Weet u zeker dat u dit product wilt wissen?",module,Magento_AdvancedCheckout
"SKU number",Art.nr.,module,Magento_AdvancedCheckout
"Upload File","Bestand uploaden",module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","Het csv-bestand moet ""sku"" en ""qty"" kolommen bevatten.",module,Magento_AdvancedCheckout
Reset,Reset,module,Magento_AdvancedCheckout
SKU:,Art.nr:,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Nog <span id=""%1_max_allowed"">%2</span> op voorraad",module,Magento_AdvancedCheckout
Item,Item,module,Magento_AdvancedCheckout
"See price before order confirmation.","Bekijk prijs voor bestelbevestiging.",module,Magento_AdvancedCheckout
"What's this?","Wat is dit?",module,Magento_AdvancedCheckout
"Incl. Tax","Incl. BTW",module,Magento_AdvancedCheckout
"Excl. Tax","Excl. BTW",module,Magento_AdvancedCheckout
"Edit item parameters","Wijzig product-parameters",module,Magento_AdvancedCheckout
Edit,Bewerken,module,Magento_AdvancedCheckout
"Remove item","Verwijder dit artikel",module,Magento_AdvancedCheckout
"Products Requiring Attention","Producten die aandacht behoeven",module,Magento_AdvancedCheckout
"Add to Cart","In Winkelwagen",module,Magento_AdvancedCheckout
Sku,Art.nr.,module,Magento_AdvancedCheckout
File,Bestand,module,Magento_AdvancedCheckout
"File extensions allowed: .csv","Toegestande extensie: .csv",module,Magento_AdvancedCheckout
"Add Row","Rij Toevoegen",module,Magento_AdvancedCheckout
"Remove Row","Rij verwijderen",module,Magento_AdvancedCheckout
"Add Products By SKU","Voeg producten toe via SKU",module,Magento_AdvancedCheckout
"Shopping Cart Management",Winkelwagenbeheer,module,Magento_AdvancedCheckout
"View Shopping Cart","Bekijk winkelwagen",module,Magento_AdvancedCheckout
"View and modify Shopping Cart","Bekijk en wijzig winkelwagen",module,Magento_AdvancedCheckout
"Order by SKU Settings","Bestel per Art.nr. Instellingen",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","Bestel per Art.nr. inschakelen Account in winkelaanzicht",module,Magento_AdvancedCheckout
"Customer Groups",Klantengroepen,module,Magento_AdvancedCheckout
"Apply Coupon","Pas kortingscode Toe",module,Magento_AdvancedCheckout
"Order by SKU Description","Bestel via SKU Omschrijving",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet","Geef een link weer om een Spreadsheet te laden",module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","Definieert of een link naar Account &gt; Bestelling via art.nr, pagina wordt getoond op het widget",module,Magento_AdvancedCheckout
"Link Text","Link tekst",module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","De tekst van de link naar de Account &gt; Bestelling via art.nr. pagina",module,Magento_AdvancedCheckout
"Load a list of SKUs","Laad een lijst met SKU's",module,Magento_AdvancedCheckout
"Order by SKU Template","Bestel via SKU Template",module,Magento_AdvancedCheckout
"Please correct the data sent.","Corrigeer de gegevens die zijn verzonden.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Type entiteitsmodel '%1' is niet gevonden",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Entiteitstype model moet onderdeel zijn van\Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Er zijn geen product-typen beschikbaar om te exporteren",module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule",Verkoopregel,module,Magento_AdvancedSalesRule
"Index sales rule","Indexeer verkoopregel",module,Magento_AdvancedSalesRule
"Related Search Terms","Gerelateerde zoektermen",module,Magento_AdvancedSearch
"Add New Search Term","Voeg nieuwe zoekterm toe",module,Magento_AdvancedSearch
button_label,button_label,module,Magento_AdvancedSearch
"Missing search engine parameter.","Missend zoekmachine kenmerk.",module,Magento_AdvancedSearch
"Successful! Test again?","Succesvol! Test opnieuw?",module,Magento_AdvancedSearch
"Connection failed! Test again?","Verbinding mislukt! Test opnieuw?",module,Magento_AdvancedSearch
"Enable Search Recommendations","Stel Zoek Aanbevelingen in staat",module,Magento_AdvancedSearch
"When you enable this option your site may slow down.","Indien u deze optie inschakeld kan uw website vertragen.",module,Magento_AdvancedSearch
"Search Recommendations Count","Zoek Aanbevelings Telling",module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation","Toon resultaten telling voor elke aanbeveling",module,Magento_AdvancedSearch
"Enable Search Suggestions","Zoeksuggesties inschakelen",module,Magento_AdvancedSearch
"Search Suggestions Count","Aantal zoeksuggesties",module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion","Toon resultaten telling voor elke suggestie",module,Magento_AdvancedSearch
ID,ID,module,Magento_AdvancedSearch
"Search Query",Zoekterm,module,Magento_AdvancedSearch
Store,Winkel,module,Magento_AdvancedSearch
Results,Resultaten,module,Magento_AdvancedSearch
Uses,Gebruikt,module,Magento_AdvancedSearch
"Redirect URL","Doorverwijs URL",module,Magento_AdvancedSearch
"Suggested Term","Voorgestelde term",module,Magento_AdvancedSearch
Yes,Ja,module,Magento_AdvancedSearch
No,Nee,module,Magento_AdvancedSearch
Action,Actie,module,Magento_AdvancedSearch
Edit,Bewerken,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC call mislukt, connectie time out na %time_out.",module,Magento_Amqp
"Message has been rejected: %1","Bericht is afgekeurd: %1",module,Magento_Amqp
"Error while checking if topic is synchronous","Fout bij controle of onderwerp dubbel voorkomt",module,Magento_Amqp
"We can't find the role for the user you wanted.","Wij kunnen de rol niet vinden voor de gebruiker die u selecteerde.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Er ging iets mis tijdens het compileren van een lijst van toegestane resources. U vindt meer informatie in de exceptions log.",module,Magento_Authorization
"You created the order.","U heeft de order aangemaakt.",module,Magento_Authorizenet
"Order saving error: %1","Fout tijdens opslaan van order: %1",module,Magento_Authorizenet
"Please choose a payment method.","Kies een betaalwijze.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","We kunnen uw bestelling nu niet verwerken. Probeer het later nog eens.",module,Magento_Authorizenet
"Unable to place order. Please try again later.","Kan bestelling niet plaatsen. Probeer het later opnieuw.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Creditcard: xxxx-%1",module,Magento_Authorizenet
"amount %1","bedrag %1",module,Magento_Authorizenet
failed.,mislukt.,module,Magento_Authorizenet
successful.,succesvol.,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net Transactie ID %1.",module,Magento_Authorizenet
authorize,authorize,module,Magento_Authorizenet
"authorize and capture","authorize and capture",module,Magento_Authorizenet
capture,capture,module,Magento_Authorizenet
refund,refund,module,Magento_Authorizenet
void,void,module,Magento_Authorizenet
"Gateway error: %1","Portaal fout: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Er is een fout opgetreden in het betaal portaal.",module,Magento_Authorizenet
"Invalid amount for capture.","Invalid amount for capture.",module,Magento_Authorizenet
"Payment capturing error.","Payment capturing error.",module,Magento_Authorizenet
"Invalid transaction ID.","Incorrect transactie ID.",module,Magento_Authorizenet
"Payment voiding error.","Payment voiding error.",module,Magento_Authorizenet
"Invalid amount for refund.","Invalid amount for refund.",module,Magento_Authorizenet
"Payment refunding error.","Payment refunding error.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","De transactie is afgekeurd omdat de antwoord hash validatie niet klopte.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","De transactie is afgekeurd omdat de bestelling niet gevonden kan worden.",module,Magento_Authorizenet
"There was a payment authorization error.","Er was een betalings-autorisatie fout.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Voer een transactie-ID voor het autoriseren van deze betaling.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Er ging iets mis: het betaalde bedrag komt niet overeen met het bedrag van de bestelling. Corrigeer dit en probeer het opnieuw.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transactie %1 is goedgekeurd. Bedrag %2. De status van de transactie is ""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Transactie %1 is ongeldig/geweigerd. De status van de transactie is ""%2"". Bedrag %3.",module,Magento_Authorizenet
"Authorize Only","Alleen toestemming verlenen",module,Magento_Authorizenet
"Authorize and Capture","Authoriseer en Capture",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Het is niet mogelijk om de transactie details op te halen. Probeer het later opnieuw.",module,Magento_Authorizenet
"Credit Card Type",Creditcard-maatschappij,module,Magento_Authorizenet
"Credit Card Number",Creditcard-nummer,module,Magento_Authorizenet
"Expiration Date",Vervaldatum,module,Magento_Authorizenet
"Card Verification Number",Verificatienummer,module,Magento_Authorizenet
"Fraud Detection","Fraude detectie",module,Magento_Authorizenet
"FDS Filter Action","FDS filteractie",module,Magento_Authorizenet
"AVS Response","AVS Antwoord",module,Magento_Authorizenet
"Card Code Response","Kaart Code Antwoord",module,Magento_Authorizenet
"CAVV Response","CAVV Antwoord",module,Magento_Authorizenet
"Fraud Filters","Fraude Filters",module,Magento_Authorizenet
"Place Order","Plaats bestelling",module,Magento_Authorizenet
"Authorize.net Direct Post","Authorize.net Direct Post",module,Magento_Authorizenet
Enabled,Ingeschakeld,module,Magento_Authorizenet
"Payment Action",Betaling,module,Magento_Authorizenet
Title,Titel,module,Magento_Authorizenet
"API Login ID","API Login-ID",module,Magento_Authorizenet
"Transaction Key",Transactiecode,module,Magento_Authorizenet
"Merchant MD5","Webwinkelier MD5",module,Magento_Authorizenet
"New Order Status","Status nieuwe bestelling",module,Magento_Authorizenet
"Test Mode","Test Modus",module,Magento_Authorizenet
"Gateway URL","Betaalplatform URL",module,Magento_Authorizenet
"Transaction Details URL","Transactie Details Url",module,Magento_Authorizenet
"Accepted Currency","Toegestane valuta",module,Magento_Authorizenet
Debug,"Fouten opsporen in programma",module,Magento_Authorizenet
"Email Customer","E-mail klant",module,Magento_Authorizenet
"Merchant's Email","Handelaar E-mail",module,Magento_Authorizenet
"Credit Card Types",Creditcard-maatschappij,module,Magento_Authorizenet
"Credit Card Verification",Creditcard-verficatie,module,Magento_Authorizenet
"Payment from Applicable Countries","Betaling van Geëigende Landen",module,Magento_Authorizenet
"Payment from Specific Countries","Betaling van Specifieke Landen",module,Magento_Authorizenet
"Minimum Order Total","Minimale bestelwaarde",module,Magento_Authorizenet
"Maximum Order Total","Maximale bestelwaarde",module,Magento_Authorizenet
"Sort Order","Sorteer Bestelling",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Ongeldige formuliersleutel. Gelieve de pagina te vernieuwen.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Er is een incorrecte Secret Key ingevoerd. Ververs de pagina.",module,Magento_Backend
"Cache Storage Management","Beheer cachegeheugen",module,Magento_Backend
"Flush Magento Cache","Leeg Magento Cache",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","De cache opslag kan extra informatie bevatten. Weet u zeker dat u dit wil legen?",module,Magento_Backend
"Flush Cache Storage","Leeg Cachegeheugen",module,Magento_Backend
Invalidated,Ongeldig,module,Magento_Backend
Orders,Bestellingen,module,Magento_Backend
Amounts,Bedragen,module,Magento_Backend
Bestsellers,"Meest verkochte producten",module,Magento_Backend
"Most Viewed Products","Meest bekeken producten",module,Magento_Backend
"New Customers","Nieuwe klanten",module,Magento_Backend
Customers,Klanten,module,Magento_Backend
Customer,Klant,module,Magento_Backend
Guest,Gast,module,Magento_Backend
Items,Producten,module,Magento_Backend
Total,Totaal,module,Magento_Backend
"Lifetime Sales","Verkopen tot nu toe",module,Magento_Backend
"Average Order","Gemiddelde orderwaarde",module,Magento_Backend
Average,Gemiddeld,module,Magento_Backend
Product,Product,module,Magento_Backend
Price,Prijs,module,Magento_Backend
Quantity,Aantal,module,Magento_Backend
Views,Weergaven,module,Magento_Backend
Revenue,Omzet,module,Magento_Backend
Tax,BTW,module,Magento_Backend
Shipping,Aflevering,module,Magento_Backend
"Images (.gif, .jpg, .png)","Afbeeldingen (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)",module,Magento_Backend
"All Files","Alle bestanden",module,Magento_Backend
"Reset to Default","Standaard herstellen",module,Magento_Backend
"All Store Views","Alle Winkelaanzichten",module,Magento_Backend
"What is this?","Wat is dit?",module,Magento_Backend
"Save Account","Account opslaan",module,Magento_Backend
"My Account","Mijn account",module,Magento_Backend
"Account Information",Accountinformatie,module,Magento_Backend
"User Name",Gebruikersnaam,module,Magento_Backend
"First Name",Voornaam,module,Magento_Backend
"Last Name",Achternaam,module,Magento_Backend
Email,E-mail,module,Magento_Backend
"User Email","E-mail van gebruiker",module,Magento_Backend
"New Password","Nieuw wachtwoord",module,Magento_Backend
"Password Confirmation","Wachtwoord bevestiging",module,Magento_Backend
"Interface Locale","Lokale interface",module,Magento_Backend
"Current User Identity Verification","Huidige gebruiker verificatie",module,Magento_Backend
"Your Password","Uw wachtwoord",module,Magento_Backend
"Save Cache Settings","Cache-instellingen opslaan",module,Magento_Backend
"Catalog Rewrites","Catalogus Rewrites",module,Magento_Backend
Refresh,Vernieuwen,module,Magento_Backend
"Images Cache",Afbeeldingen-cache,module,Magento_Backend
Clear,Legen,module,Magento_Backend
"Search Index",Zoekindex,module,Magento_Backend
Rebuild,Herindexeren,module,Magento_Backend
"Inventory Stock Status",Voorraad-status,module,Magento_Backend
"Rebuild Catalog Index","Herbouw catalogus index",module,Magento_Backend
